BEACON,DAS,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER<P>,BCBAL1,BCBAL2
757,176,2,2,35.0,452.0,13900.0,7,25230.0,123,0,,,,,13900.0,452.0,34100.0,24710.0,,,125000.0,115000.0,,3.0,1,87499.5,170,73,150,96,42,,57.0,42,M,U,0,6.115892125483034,26.0
774,67,1,1,55.0,335.0,8500.0,3,69139.0,189,0,,,,,8500.0,335.0,,,,,,,,14.0,1,87499.5,142,65,160,97,40,,43.0,57,M,M,0,5.817111159963204,21.0
746,38,3,1,49.0,3874.0,21100.0,2,3874.0,142,1,,,,,21100.0,3874.0,,,,,144000.0,137000.0,,3.0,0,87499.5,122,55,140,97,40,,56.0,42,M,M,0,8.262300941787448,75.0
765,127,3,1,99.0,63.0,15903.0,4,8553.0,226,0,,,,,7500.0,0.0,2400.0,0.0,,,30000.0,20398.0,,15.0,0,62499.5,66,30,120,96,27,,,57,M,M,0,0.0,0.0
740,110,2,1,15.0,1654.0,10716.0,1,1654.0,29,0,,,,,2216.0,0.0,,,,,,,,2.0,0,62499.5,153,64,140,97,57,,,42,U,U,0,0.0,0.0
789,69,3,1,18.0,955.0,12300.0,3,6148.0,216,0,,,,,11500.0,955.0,,,,,70200.0,65352.0,,10.0,0,62499.5,86,40,160,96,61,,,42,F,U,0,6.862757913051401,42.0
730,226,2,1,18.0,793.0,7200.0,3,843.0,89,0,,,,,7200.0,793.0,,,,,61000.0,58638.0,,4.0,0,62499.5,91,47,130,98,38,,58.0,42,M,U,0,6.677083461247136,38.0
757,143,4,2,4.0,2480.0,9615.0,4,2480.0,207,0,,,,,2700.0,1022.0,,,,,134000.0,134000.0,,4.0,1,62499.5,96,50,130,99,24,,57.0,42,M,U,0,6.930494765951626,43.0
726,236,4,3,59.0,7410.0,18240.0,6,26713.0,246,1,,,,,10000.0,6114.0,22584.0,19258.0,,,,,,1.0,0,62499.5,108,37,140,96,49,,55.0,42,M,U,0,8.718500048121273,84.0
730,182,1,1,15.0,450.0,4478.0,4,9913.0,113,0,,,,,4478.0,450.0,10814.0,9463.0,,,12400.0,11213.0,,7.0,0,62499.5,105,57,150,93,48,,57.0,42,M,M,0,6.111467339502679,26.0
777,60,2,2,6.0,607.0,16800.0,2,607.0,109,0,,,,,,,,,10000.0,480.0,,,,2.0,1,87499.5,105,45,160,84,56,,64.0,35,M,M,0,,
765,54,1,1,99.0,771.0,871.0,3,821.0,246,1,,,,,,,,,,,96818.0,95311.0,,0.0,0,87499.5,55,27,110,98,14,,49.0,42,M,M,0,,
775,261,6,1,3.0,312.0,23811.0,3,11487.0,196,0,,,,,17400.0,0.0,18153.0,11175.0,611.0,0.0,,,,2.0,1,87499.5,90,40,120,96,28,,43.0,57,M,M,0,0.0,0.0
768,11,2,2,34.0,1608.0,9100.0,4,9475.0,129,0,,,,,6200.0,1158.0,12400.0,7867.0,,,84181.0,82073.0,,4.0,0,42999.5,78,38,120,95,29,,59.0,35,M,U,0,7.055312843339752,47.0
735,157,7,4,5.0,6543.0,38600.0,5,6543.0,147,1,,,,,10300.0,1500.0,,,20000.0,1856.0,67500.0,61223.0,,4.0,1,62499.5,103,40,140,94,39,,55.0,42,M,M,0,7.313886831633462,53.0
780,75,1,0,20.0,0.0,6000.0,0,0.0,183,0,,,,,6000.0,0.0,,,,,,,,13.0,0,42999.5,131,55,140,98,42,,,42,F,U,0,0.0,0.0
740,79,1,1,14.0,1778.0,4159.0,1,1778.0,46,0,,,,,4159.0,1778.0,,,,,,,,2.0,0,42999.5,216,89,160,96,50,,,42,M,U,0,7.483806687665835,57.0
772,-6,2,1,78.0,41.0,2272.0,2,41.0,165,0,,,,,,,,,,,37500.0,34434.0,,4.0,0,42999.5,62,32,120,96,34,,,42,M,U,0,,
758,25,4,4,46.0,5026.0,29726.0,6,5026.0,253,0,,,,,6365.0,225.0,,,910.0,273.0,45000.0,28779.0,,14.0,1,87499.5,117,50,140,96,44,,45.0,42,M,M,0,5.420534999272286,16.0
781,133,3,2,96.0,354.0,9124.0,4,19865.0,54,0,,,,,4300.0,173.0,27225.0,19511.0,3324.0,0.0,129000.0,126000.0,,4.0,1,87499.5,115,42,120,99,31,,59.0,35,M,M,0,5.159055299214529,13.0
710,49,4,4,16.0,19725.0,23642.0,7,23110.0,189,3,,,,,14642.0,13980.0,12049.0,3326.0,9000.0,5745.0,,,,2.0,0,62499.5,63,33,140,60,50,,61.0,35,M,M,0,9.545454543987825,92.0
731,118,4,4,28.0,3108.0,11681.0,6,3391.0,120,1,,,,,10500.0,2569.0,,,,,122000.0,113000.0,,3.0,1,87499.5,171,67,140,98,44,,56.0,42,M,M,0,7.851661177889265,65.0
761,207,4,3,5.0,1128.0,10609.0,5,13201.0,134,1,,,,,5000.0,561.0,17392.0,12073.0,,,132000.0,130000.0,,2.0,1,87499.5,99,60,140,93,47,,53.0,42,M,M,0,6.331501849893691,30.0
732,116,2,2,27.0,1820.0,26200.0,3,1864.0,184,0,,,,,26200.0,1820.0,,,,,,,,3.0,0,87499.5,105,45,160,84,56,,55.0,42,U,U,0,7.507141079727608,57.0
779,178,4,1,7.0,189.0,18160.0,2,189.0,150,0,,,,,10000.0,0.0,2000.0,0.0,,,53000.0,34925.0,,9.0,1,42999.5,50,24,120,86,20,,,42,M,M,0,0.0,0.0
783,132,2,1,17.0,21.0,6000.0,2,6990.0,112,0,,,,,6000.0,21.0,12211.0,6969.0,,,,,,3.0,0,62499.5,109,47,150,91,51,,63.0,35,M,U,0,3.091042453358316,2.0
782,-30,2,0,26.0,0.0,2061.0,1,0.0,188,0,,,,,2000.0,0.0,3983.0,2037.0,,,3983.0,2037.0,,15.0,0,62499.5,52,24,120,96,21,,35.0,57,M,U,0,0.0,0.0
733,349,4,1,3.0,405.0,10214.0,2,13541.0,65,0,,,,,1214.0,0.0,18015.0,13136.0,,,,,,8.0,0,62499.5,98,37,140,73,35,,,42,M,M,0,0.0,0.0
757,254,5,3,51.0,801.0,8382.0,7,5408.0,175,0,,,,,4308.0,642.0,17548.0,4475.0,,,94000.0,85265.0,,6.0,1,62499.5,115,42,120,99,31,,58.0,42,M,M,0,6.466144724237619,33.0
794,278,2,1,4.0,267.0,7200.0,4,2664.0,178,0,,,,,,,23355.0,2335.0,,,70791.0,65587.0,,9.0,1,62499.5,86,38,140,76,33,,60.0,35,M,U,0,,
772,122,1,1,95.0,512.0,3549.0,3,13808.0,166,0,,,,,3549.0,512.0,16885.0,13296.0,,,156000.0,146000.0,,4.0,0,62499.5,85,37,120,93,32,,56.0,42,M,M,0,6.240275845170769,28.0
762,17,5,2,15.0,2352.0,12880.0,4,7481.0,247,1,,,,,5958.0,21.0,17267.0,5129.0,2100.0,0.0,,,,15.0,0,62499.5,59,26,120,98,19,,,42,M,U,0,3.091042453358316,2.0
731,35,4,2,72.0,17836.0,18643.0,2,17836.0,132,2,,,,,1201.0,1061.0,,,16904.0,16775.0,,,,7.0,0,62499.5,53,27,120,99,21,,,42,U,U,0,6.967909201801884,44.0
741,320,3,0,4.0,0.0,14326.0,6,24913.0,378,0,,,,,,,29273.0,0.0,10000.0,0.0,228000.0,224000.0,,6.0,0,87499.5,200,101,160,95,59,,36.0,57,M,M,0,,
767,-60,6,3,36.0,5370.0,33566.0,3,5370.0,582,0,,,,,12100.0,0.0,,,10000.0,3667.0,,,,0.0,1,42999.5,100,49,140,91,49,,,42,M,U,0,0.0,0.0
780,108,2,2,18.0,449.0,14600.0,2,449.0,107,0,,,,,4900.0,323.0,,,9700.0,126.0,,,,2.0,0,62499.5,79,29,130,77,33,,65.0,35,M,U,0,5.780743515792329,21.0
749,132,2,2,17.0,2293.0,16000.0,3,2293.0,237,0,,,,,16000.0,2293.0,10531.0,0.0,,,131000.0,123000.0,,4.0,0,87499.5,122,55,140,97,40,,57.0,42,M,M,0,7.738052297689316,63.0
768,-85,2,2,99.0,2021.0,5933.0,3,2021.0,162,0,,,,,,,,,,,22700.0,8333.0,,10.0,0,42999.5,59,28,120,98,17,,,42,F,U,0,,
783,93,5,4,5.0,1467.0,17292.0,5,1467.0,183,0,,,,,15000.0,1421.0,,,,,74600.0,68121.0,,11.0,1,62499.5,149,73,160,94,46,,57.0,42,M,M,0,7.259819610363186,51.0
771,13,5,5,9.0,3077.0,16495.0,5,3077.0,214,1,,,,,13283.0,2919.0,,,,,,,,12.0,0,62499.5,83,42,130,94,45,,,42,M,M,0,7.979338895262328,68.0
737,308,3,1,7.0,2.0,6576.0,3,100432.0,359,0,,,,,76.0,2.0,23083.0,23083.0,5000.0,0.0,,,,3.0,1,42999.5,103,40,140,94,39,,,42,M,M,0,1.0986122886681098,1.0
767,164,2,2,22.0,628.0,8302.0,4,7830.0,150,0,,,,,8302.0,628.0,9050.0,7202.0,,,28700.0,11554.0,,7.0,0,62499.5,104,45,130,96,39,,,42,M,M,0,6.444131256700441,33.0
788,133,1,0,45.0,0.0,10000.0,1,0.0,136,0,,,,,,,,,,,69717.0,64818.0,,7.0,1,62499.5,90,48,130,94,39,,60.0,35,M,M,0,,
691,221,7,7,80.0,8818.0,14679.0,9,8887.0,184,6,,,,,7550.0,3525.0,,,3481.0,3170.0,39000.0,35756.0,,7.0,0,42999.5,85,34,140,92,38,,,42,F,U,0,8.167919362957816,73.0
760,124,9,2,5.0,22.0,20470.0,3,22.0,210,0,,,,,16235.0,22.0,,,,,52000.0,51945.0,,4.0,0,87499.5,88,36,140,85,36,,,57,F,U,0,3.1354942159291497,3.0
743,137,3,2,10.0,239.0,18126.0,3,239.0,251,0,,,,,8126.0,239.0,,,,,110000.0,97979.0,,9.0,1,87499.5,59,22,120,88,12,,55.0,42,M,U,0,5.480638923341991,17.0
746,129,4,3,11.0,1958.0,16883.0,5,6336.0,416,1,,,,,12500.0,25.0,19560.0,9021.0,,,15000.0,4643.0,,,0,42999.5,50,29,120,99,24,,,57,M,U,0,3.258096538021482,3.0
754,233,2,1,37.0,1041.0,13700.0,2,1041.0,72,0,,,,,13700.0,1041.0,,,,,114000.0,111000.0,,2.0,0,62499.5,81,42,140,96,40,,68.0,35,M,U,0,6.948897222313312,44.0
753,151,4,2,14.0,2840.0,13183.0,3,20582.0,141,0,,,,,12500.0,2790.0,19975.0,17742.0,,,,,,2.0,1,87499.5,122,55,140,97,40,,,42,M,M,0,7.934155233536322,67.0
771,247,7,3,8.0,1757.0,36350.0,5,1757.0,251,1,,,,,26900.0,607.0,,,1741.0,1009.0,29150.0,20099.0,,14.0,1,87499.5,91,52,140,93,47,,49.0,42,M,U,0,6.410174881966167,32.0
768,204,3,1,14.0,3349.0,17747.0,3,3371.0,103,0,,,,,,,,,,,61900.0,55920.0,,1.0,0,62499.5,78,33,120,95,23,,40.0,57,M,M,0,,
788,124,2,0,9.0,0.0,6500.0,2,4162.0,319,0,,,,,,,11000.0,4162.0,3500.0,0.0,55000.0,4932.0,,14.0,0,87499.5,155,44,140,86,30,,41.0,57,M,U,0,,
786,108,3,0,22.0,0.0,6640.0,3,29207.0,217,0,,,22000.0,21663.0,5000.0,0.0,34050.0,29056.0,,,,,,2.0,1,62499.5,63,24,120,90,16,,51.0,42,M,M,0,0.0,0.0
728,261,1,1,19.0,291.0,880.0,1,291.0,138,0,,,,,,,,,,,,,,5.0,1,42999.5,50,24,120,60,16,,,42,M,M,0,,
780,167,0,0,,,,0,,86,0,,,,,,,,,,,,,,3.0,0,87499.5,91,37,120,99,23,,,42,M,M,0,,
779,29,4,2,29.0,463.0,15323.0,3,463.0,112,0,,,,,13025.0,463.0,,,,,133000.0,123000.0,,5.0,0,87499.5,138,77,160,97,45,,50.0,42,F,U,0,6.139884552226255,27.0
762,115,6,5,6.0,2278.0,28322.0,5,2278.0,233,0,,,,,5000.0,0.0,,,10000.0,105.0,,,,9.0,1,62499.5,99,55,140,97,36,,57.0,42,M,M,0,0.0,0.0
732,340,4,2,94.0,23094.0,26823.0,2,23094.0,440,2,22933.0,21063.0,,,,,,,2224.0,2031.0,,,,15.0,1,87499.5,81,42,120,88,33,,,57,M,M,0,,
725,357,3,2,7.0,697.0,8000.0,4,19146.0,73,0,,,,,5500.0,450.0,22333.0,18449.0,,,,,,,0,62499.5,119,45,120,99,32,,69.0,35,M,M,0,6.111467339502679,26.0
708,229,9,8,5.0,9461.0,22768.0,8,9461.0,146,3,,,,,17734.0,8421.0,,,,,,,,15.0,0,42999.5,50,24,120,60,16,,,57,F,U,0,9.038602608721874,88.0
765,183,4,1,13.0,1058.0,5150.0,4,1254.0,142,0,,,,,3000.0,1058.0,,,,,192000.0,189000.0,,1.0,0,62499.5,103,44,140,92,39,,,42,M,M,0,6.9650803456014065,44.0
778,70,6,2,2.0,1204.0,23599.0,4,1204.0,300,0,,,,,15400.0,1054.0,18233.0,11359.0,7500.0,150.0,32500.0,25881.0,,14.0,0,62499.5,100,36,120,96,22,,46.0,42,M,M,0,6.961296045910167,44.0
766,37,1,1,17.0,1031.0,10000.0,2,1031.0,17,0,,,,,10000.0,1031.0,,,,,53000.0,48825.0,,12.0,1,62499.5,109,47,150,91,51,,,57,M,M,0,6.939253946041508,44.0
719,205,4,4,4.0,11592.0,17886.0,5,11592.0,111,2,,,,,4020.0,2155.0,,,9066.0,8114.0,158000.0,153000.0,,0.0,0,87499.5,127,73,160,92,50,,,42,M,M,0,7.6760099320288875,61.0
753,164,2,1,17.0,526.0,1053.0,2,9261.0,11,1,,,,,553.0,526.0,13179.0,8735.0,,,,,,3.0,1,42999.5,69,33,120,93,19,,63.0,35,M,U,0,6.267200548541362,29.0
738,93,7,7,7.0,6597.0,29571.0,8,6597.0,278,2,,,,,9826.0,5913.0,,,8000.0,36.0,74950.0,64479.0,,9.0,0,62499.5,111,44,140,91,38,,,42,M,M,0,8.685077700412423,84.0
787,87,8,1,2.0,405.0,13933.0,2,136405.0,226,0,,,,,6000.0,405.0,,,660.0,0.0,,,,4.0,0,62499.5,100,49,140,91,49,,,42,M,U,0,6.0063531596017325,24.0
719,202,2,2,5.0,2626.0,12500.0,6,33711.0,95,0,,,,,3000.0,856.0,39371.0,31085.0,9500.0,1770.0,,,,2.0,0,42999.5,52,32,120,95,27,,62.0,35,M,M,0,6.75343791859778,39.0
739,231,6,3,3.0,2057.0,15316.0,6,32093.0,213,1,,,,,2500.0,1540.0,43242.0,30036.0,3210.0,360.0,,,,2.0,0,42999.5,69,33,120,94,20,,52.0,42,M,M,0,7.340186835320115,53.0
719,217,7,3,14.0,3625.0,36430.0,7,23509.0,307,0,,,,,16500.0,2283.0,20920.0,19809.0,5000.0,1259.0,167000.0,162000.0,,3.0,0,87499.5,194,64,160,89,46,,,42,M,M,0,7.7336835707759,63.0
779,192,2,2,12.0,1382.0,11400.0,3,1382.0,98,0,,,,,1900.0,517.0,,,9500.0,865.0,30000.0,27563.0,,7.0,0,87499.5,87,48,140,86,43,,,42,M,M,0,6.249975242259483,29.0
788,95,3,2,13.0,529.0,9109.0,4,19422.0,129,0,,,,,,,18800.0,18831.0,,,,,,5.0,1,87499.5,170,73,150,96,42,,52.0,42,M,M,0,,
774,-45,3,3,42.0,4125.0,10213.0,4,13928.0,174,1,,,,,,,13487.0,9803.0,3000.0,2859.0,,,,4.0,0,62499.5,69,31,120,98,28,,37.0,57,M,U,0,,
736,213,4,4,14.0,6185.0,17878.0,7,21321.0,297,1,,,,,8500.0,1108.0,18159.0,15136.0,5178.0,4704.0,37000.0,33592.0,,14.0,0,42999.5,71,37,120,99,16,,47.0,42,M,M,0,7.011213987350367,45.0
769,50,2,2,32.0,1846.0,22500.0,5,1900.0,228,0,,,,,22500.0,1846.0,,,,,201000.0,198000.0,,1.0,0,87499.5,160,45,150,84,44,,53.0,42,M,M,0,7.52131798019924,58.0
697,140,4,3,15.0,14982.0,23500.0,9,43981.0,281,2,,,,,17000.0,14888.0,49960.0,28933.0,,,106000.0,104000.0,,4.0,0,87499.5,91,41,120,98,30,,50.0,42,M,M,0,9.608377964255551,92.0
744,193,4,2,7.0,2717.0,14212.0,3,2717.0,203,0,,,,,8272.0,2541.0,,,,,266000.0,230000.0,,6.0,0,62499.5,117,50,140,96,44,,,42,F,U,0,7.8407064517494,65.0
778,-59,8,6,49.0,3517.0,27176.0,6,3517.0,235,0,,,,,12000.0,715.0,,,10500.0,2574.0,,,,12.0,0,62499.5,82,45,120,93,51,,49.0,42,M,U,0,6.573680166960646,35.0
775,41,5,1,6.0,298.0,1706.0,1,298.0,204,1,,,,,,,,,543.0,298.0,,,,15.0,0,42999.5,85,34,140,92,38,,,57,F,U,0,,
783,-59,1,1,65.0,591.0,1685.0,1,591.0,204,0,,,,,,,,,1685.0,591.0,,,,15.0,0,62499.5,51,31,120,98,27,,35.0,57,M,U,0,,
784,32,7,6,45.0,5716.0,25968.0,6,5716.0,237,0,,,,,1755.0,776.0,,,15300.0,3714.0,,,,5.0,0,62499.5,58,38,120,97,31,,,42,M,U,0,6.655440350367647,37.0
713,218,6,5,6.0,14576.0,26203.0,7,15015.0,124,2,,,,,11174.0,900.0,6738.0,439.0,14112.0,13558.0,182000.0,179000.0,,0.0,0,87499.5,216,89,160,96,50,,56.0,42,M,M,0,6.803505257608338,40.0
781,3,6,5,99.0,10505.0,26700.0,6,11544.0,257,2,,,,,12200.0,5183.0,6600.0,1039.0,,,,,,3.0,0,42999.5,71,33,120,92,17,,,42,M,U,0,8.55333223803211,81.0
780,46,3,1,5.0,56.0,1415.0,2,94.0,62,0,,,,,1200.0,56.0,,,,,,,,2.0,0,42999.5,70,30,120,74,24,,,42,F,U,0,4.04305126783455,6.0
764,46,3,3,55.0,5424.0,13798.0,4,5424.0,122,2,,,,,4900.0,304.0,,,8300.0,4522.0,70013.0,68450.0,,0.0,0,62499.5,0,0,0,0,0,,58.0,42,M,U,0,5.720311776607412,20.0
784,-45,5,4,4.0,3521.0,26858.0,6,3521.0,217,0,,,,,4600.0,1101.0,,,,,39800.0,38751.0,,5.0,0,62499.5,88,39,120,98,25,,,42,M,M,0,7.004881989712859,45.0
764,155,1,1,99.0,780.0,1792.0,2,780.0,122,0,,,,,1792.0,780.0,,,,,,,,3.0,0,42999.5,62,32,130,55,40,,37.0,57,M,U,0,6.660575149839686,38.0
784,-20,4,1,6.0,1259.0,13800.0,1,1259.0,132,0,,,,,12000.0,1259.0,,,0.0,0.0,,,,6.0,0,87499.5,83,42,130,94,45,,,42,F,U,0,7.138866999945524,48.0
773,29,1,0,99.0,0.0,1500.0,1,8888.0,175,0,,,,,,,13762.0,8888.0,,,,,,15.0,0,62499.5,0,0,0,0,0,,,42,M,U,0,,
755,143,6,4,20.0,9469.0,20534.0,4,9469.0,178,2,,,,,10815.0,6068.0,,,4000.0,3190.0,,,,5.0,0,42999.5,103,40,140,94,39,,57.0,42,F,U,0,8.710949125835855,84.0
730,387,2,2,18.0,1023.0,3810.0,4,3158.0,37,1,,,,,,,9525.0,2135.0,,,137000.0,127000.0,,7.0,1,87499.5,116,44,120,99,24,,55.0,42,M,M,0,,
779,48,4,1,11.0,290.0,31500.0,4,4524.0,235,0,,,,,21500.0,290.0,15000.0,4204.0,10000.0,0.0,95900.0,85673.0,,7.0,0,87499.5,128,45,140,96,33,,54.0,42,M,M,0,5.673323267171493,19.0
778,-44,2,2,99.0,2149.0,14500.0,4,2187.0,125,0,,,,,8000.0,497.0,,,6500.0,1652.0,84337.0,81503.0,,2.0,0,62499.5,80,31,140,66,33,,,42,M,U,0,6.210600077024653,28.0
786,196,1,0,99.0,0.0,475.0,1,0.0,78,0,,,,,,,,,,,52000.0,46614.0,,4.0,0,87499.5,122,53,130,98,43,,,57,M,U,0,,
749,198,0,0,,,,3,8992.0,133,0,,,,,,,10850.0,8888.0,,,118000.0,115000.0,,3.0,0,87499.5,122,55,140,97,40,,61.0,35,M,M,0,,
773,92,1,0,99.0,0.0,6000.0,2,7253.0,128,0,,,,,6000.0,0.0,17408.0,7253.0,,,81000.0,73327.0,,4.0,1,42999.5,152,49,140,99,43,,,42,M,M,0,0.0,0.0
723,222,4,3,3.0,2620.0,9971.0,7,24435.0,163,0,,,,,6700.0,2327.0,24899.0,21764.0,1000.0,110.0,,,,2.0,1,62499.5,84,31,120,98,11,,56.0,42,M,M,0,7.752764808851328,63.0
711,296,3,3,12.0,19944.0,21031.0,7,32366.0,146,3,,,,,7500.0,6789.0,29295.0,12422.0,13531.0,13155.0,67850.0,62790.0,,3.0,0,87499.5,86,43,120,95,31,,47.0,42,M,U,0,8.823206220552741,86.0
757,182,3,2,8.0,1356.0,17800.0,4,10618.0,145,0,,,,,17000.0,1356.0,10000.0,9262.0,,,55000.0,43814.0,,2.0,1,87499.5,153,64,140,97,57,,47.0,42,M,M,0,7.213031659834869,50.0
770,45,1,1,99.0,1257.0,6000.0,1,1257.0,82,0,,,,,6000.0,1257.0,,,,,,,,7.0,0,62499.5,81,42,120,88,33,,,42,M,M,0,7.1372784372603855,48.0
738,205,5,3,52.0,8398.0,21953.0,6,31923.0,215,1,,,,,4980.0,917.0,33044.0,23525.0,11500.0,7456.0,201000.0,198000.0,,3.0,0,87499.5,103,44,140,92,39,,49.0,42,M,M,0,6.822197390620491,41.0
756,379,7,2,8.0,162.0,24010.0,3,162.0,148,0,,,,,17000.0,162.0,,,2170.0,0.0,64000.0,51794.0,,1.0,0,62499.5,96,37,120,99,27,,55.0,42,M,U,0,5.093750200806762,13.0
754,-1,3,1,32.0,2013.0,4592.0,3,5827.0,272,1,,,,,4592.0,2013.0,14865.0,3814.0,0.0,0.0,36000.0,24727.0,,3.0,0,87499.5,127,73,160,92,50,,67.0,35,M,U,0,7.607878073278507,60.0
752,126,4,2,26.0,6927.0,19500.0,3,6927.0,207,1,,,,,18500.0,6927.0,11000.0,0.0,,,111000.0,99751.0,,2.0,0,62499.5,79,40,150,87,45,,,42,M,U,0,8.843326450242271,86.0
786,-8,2,1,99.0,272.0,12700.0,1,272.0,217,0,,,,,12700.0,272.0,,,,,,,,10.0,0,42999.5,32,17,120,39,20,,,57,M,U,0,5.60947179518496,18.0
767,-14,3,3,17.0,3269.0,17625.0,6,3324.0,118,0,,,,,6500.0,35.0,,,11125.0,3234.0,98000.0,94399.0,,3.0,0,87499.5,91,37,120,99,26,,45.0,42,M,M,0,3.58351893845611,4.0
710,366,6,4,5.0,10273.0,25250.0,5,10273.0,116,1,,,,,6000.0,0.0,,,14900.0,9226.0,125000.0,123000.0,,2.0,1,62499.5,0,0,0,0,0,,61.0,35,M,M,0,0.0,0.0
742,98,6,4,2.0,12003.0,28597.0,7,21316.0,171,1,,,,,19640.0,10642.0,16000.0,9288.0,5453.0,1285.0,77000.0,71862.0,,5.0,0,87499.5,85,45,120,98,30,,64.0,35,M,U,0,9.272657678041044,90.0
752,291,2,2,6.0,1687.0,6400.0,4,12317.0,112,0,,,,,6400.0,1687.0,14827.0,10630.0,,,86550.0,83319.0,,3.0,1,62499.5,0,0,0,0,0,,55.0,42,M,M,0,7.431299675155903,55.0
751,242,3,2,44.0,3893.0,16340.0,4,18631.0,258,1,,,,,16340.0,3893.0,9024.0,6669.0,,,9024.0,6669.0,,2.0,1,62499.5,85,34,140,92,38,,,42,M,M,0,8.267192185932146,75.0
781,46,3,1,28.0,85.0,11160.0,1,85.0,60,0,,,,,1300.0,0.0,,,9700.0,85.0,,,,15.0,0,42999.5,76,36,120,99,27,,,42,M,U,0,0.0,0.0
772,90,6,3,9.0,595.0,7397.0,7,32288.0,246,0,,,,,7123.0,581.0,20000.0,10198.0,,,,,,15.0,0,62499.5,86,43,120,95,31,,,42,M,M,0,6.366470447731438,31.0
713,286,4,4,6.0,7014.0,18757.0,6,12051.0,156,2,,,,,11400.0,5776.0,21588.0,5037.0,7200.0,1158.0,66850.0,65611.0,,2.0,1,62499.5,78,38,120,95,29,,57.0,42,M,M,0,8.661639795781266,83.0
765,9,1,1,37.0,2082.0,6000.0,4,2259.0,141,0,,,,,6000.0,2082.0,,,,,80000.0,76099.0,,2.0,1,62499.5,96,50,130,99,24,,56.0,42,M,M,0,7.641564441260972,61.0
757,114,5,2,23.0,2207.0,29350.0,4,12737.0,130,0,,,,,23200.0,2207.0,12630.0,10530.0,,,,,,3.0,0,42999.5,88,46,140,94,40,,64.0,35,M,M,0,7.699842407396986,62.0
767,-41,6,4,5.0,7120.0,24944.0,5,26365.0,664,1,,,,,18500.0,6893.0,25265.0,19245.0,,,,,,15.0,0,62499.5,145,73,150,95,45,,,57,M,U,0,8.83840674707681,86.0
763,69,3,1,25.0,2162.0,6544.0,4,78206.0,240,0,,,,,5000.0,2162.0,30000.0,42000.0,,,,,,15.0,1,87499.5,138,41,120,96,47,,37.0,57,M,M,0,7.679251425953058,61.0
776,-105,7,6,13.0,1088.0,25453.0,6,1088.0,240,1,,,,,13500.0,475.0,,,,,,,,15.0,0,42999.5,36,22,120,90,29,,,57,M,M,0,6.16541785423142,27.0
740,154,6,3,17.0,2377.0,21244.0,5,2978.0,192,1,,,,,14250.0,8.0,6075.0,550.0,4268.0,2350.0,,,,9.0,0,62499.5,109,47,150,91,51,,,57,F,U,0,2.1972245773362196,1.0
787,109,2,1,4.0,243.0,12160.0,2,6974.0,227,0,,,,,10000.0,243.0,8612.0,6731.0,,,,,,6.0,0,42999.5,65,31,120,99,13,,,42,M,M,0,5.497168225293202,17.0
728,191,4,2,14.0,11212.0,17080.0,3,11212.0,61,2,,,,,4000.0,2841.0,,,,,65000.0,61748.0,,4.0,0,62499.5,70,31,120,97,24,,41.0,57,M,M,0,7.952263308657046,68.0
739,124,2,2,54.0,1015.0,14000.0,5,35671.0,160,0,,,,,14000.0,1015.0,62222.0,34656.0,,,40000.0,35084.0,,14.0,0,62499.5,69,33,120,94,20,,,42,M,U,0,6.923628628138427,43.0
788,79,2,1,23.0,81.0,16600.0,1,81.0,154,0,,,,,7000.0,0.0,,,9600.0,81.0,,,,5.0,0,87499.5,161,72,150,96,53,,,42,M,U,0,0.0,0.0
765,247,4,2,7.0,542.0,19056.0,4,2518.0,129,1,,,,,9000.0,0.0,2050.0,1976.0,10000.0,513.0,35500.0,34628.0,,3.0,1,42999.5,62,32,120,96,34,,52.0,42,F,U,0,0.0,0.0
760,44,8,5,11.0,4235.0,24690.0,6,21945.0,159,0,,,23100.0,17710.0,8000.0,0.0,23100.0,17710.0,8000.0,3142.0,,,,13.0,0,42999.5,35,17,110,88,19,,48.0,42,M,U,0,0.0,0.0
779,134,2,1,43.0,80.0,7400.0,2,9224.0,103,0,,,,,4900.0,80.0,11863.0,9144.0,2500.0,0.0,,,,3.0,0,42999.5,94,52,140,98,38,,66.0,35,M,M,0,4.394449154672439,8.0
745,92,4,2,23.0,5563.0,28600.0,4,18561.0,119,1,,,,,6000.0,0.0,15000.0,12998.0,20000.0,5563.0,165000.0,163000.0,,7.0,0,62499.5,83,42,120,95,35,,49.0,42,M,U,0,0.0,0.0
785,-16,1,1,61.0,138.0,3500.0,2,138.0,185,0,,,,,,,30000.0,14996.0,3500.0,138.0,30000.0,14996.0,,6.0,0,42999.5,64,32,120,95,24,,,42,M,U,0,,
691,254,1,1,14.0,3006.0,5000.0,4,29039.0,156,1,,,,,5000.0,3006.0,48898.0,43623.0,,,18560.0,17590.0,,0.0,0,42999.5,47,25,120,97,22,,,42,M,U,0,8.008698182988528,69.0
